Subject Common Name,Subject Org Name,Country Name,Org Unit Name,Validity Period,Key Signature,Serial Number,SHA1,SHA2,Issuer Subject Common Name,Issuer Subject Org Name,Issuer Country,Issuer Org Unit Name
DigiCert R1 Class 3 PCA - G4 OCSP Responder 8,DigiCert Inc.,US,,2019-11-21 => 2020-12-14,EC 256 / sha384ecdsaWithECEncryption,5900fb575cf8038a1ee4fc889812a045,3988901D69FD7A3C12D2FCDB335F3FE265E2CAB4,B542D694065F326F68822A1B5722E2D2B078657F513D8F38631A8A80985D4703,VeriSign Class 3 Public Primary Certification Authority - G4,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2007 VeriSign, Inc. - For authorized use only"
GeoTrust Primary Certification Authority - G3 OCSP Responder 8,DigiCert Inc.,US,,2019-11-21 => 2020-12-14,RSA 2048 / sha256WithRSAEncryption,39ea11f7a520bc69e3bb6401980a5590,104A73CA0392F502DA4DCE9085AAE9528992ADF5,51B4AD45A102FF7C9F3476B30A36798FEB93E16EFA1E51E84988D7D60DC674DB,GeoTrust Primary Certification Authority - G3,GeoTrust Inc.,US,(c) 2008 GeoTrust Inc. - For authorized use only
DigiCert Class 2 PCA - G3 OCSP Responder Certificate 8,DigiCert Inc.,US,,2019-11-21 => 2020-12-14,RSA 2048 / sha256WithRSAEncryption,32e99a0ac77167270fc3d0880f1a1b20,9C2C47820EC524EE4D59CC4AB5633991E3C50B86,1064E951F2D42F89E9F18A7A5D7E837E7F5BDE8A7238ACE7505647440F99691D,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
thawte Primary Root CA - G2 OCSP Responder 8,DigiCert Inc.,US,,2019-11-21 => 2020-12-14,EC 256 / sha384ecdsaWithECEncryption,37ddb9c13011267334742d5161a39115,8129E4416D7430B332C6BB751AC35CBADEFF8503,37B4E8E0658A5A1053D19DDDABAA45B26E7F0920F8AA9616320CF4B6BD40E1EA,thawte Primary Root CA - G2,"thawte, Inc.",US,"(c) 2007 thawte, Inc. - For authorized use only"
DigiCert Class 2 PCA - G6 OCSP Responder Certificate 6,DigiCert Inc.,US,,2019-11-21 => 2020-12-14,RSA 2048 / sha256WithRSAEncryption,417e7525db7b756e9b69a309d2d785f4,E7A296FAF6D30DC5C546936A22924DBE35407987,3E36BE41D5F647BE78103DBB99387972E2771F7BA1440C61B31951CC7865E5F4,Symantec Class 2 Public Primary Certification Authority - G6,Symantec Corporation,US,Symantec Trust Network
GeoTrust Primary CA OCSP-TGV Responder Certificate 8,DigiCert Inc.,US,,2019-11-21 => 2020-12-14,RSA 2048 / sha256WithRSAEncryption,350403b80bd40e58b82b048801f8b87d,41C33F2675B331606B9AB20F724496CCE50D58AD,581097C0F011E2DFA8107E5C87CC58D42332A2E82460233EC11D2EB3F02674E0,GeoTrust Primary Certification Authority,GeoTrust Inc.,US,
thawte Primary Root CA - G3 OCSP Responder,DigiCert Inc.,US,,2019-11-21 => 2020-12-14,RSA 2048 / sha256WithRSAEncryption,66673bd1ac5b0faf41ace52e1b52b624,6106BED14ECE0621790133D5EE39BAA2B1274A4C,AF195FCBB706550250128741358CEE75FA5B99831C08AA5A49419B3A38F1CAD9,thawte Primary Root CA - G3,"thawte, Inc.",US,"Certification Services Division,(c) 2008 thawte, Inc. - For authorized use only"
GeoTrust Global CA TGV OCSP Responder 8,,,,2019-12-05 => 2020-12-14,RSA 2048 / sha256WithRSAEncryption,010050d32f992809b064200d1553d3bf,0D6F7D60E56F48A657FE877AA5A702ECE0E21832,8A9DB0041CE4FEDCA7C4E7257C11A8CB9324C5FA36C5758BF4A8419B3AA8B386,GeoTrust Global CA,GeoTrust Inc.,US,
*.online.sberbank.ru,Sberbank of Russia,RU,IT,2018-11-01 => 2020-12-21,RSA 2048 / sha256WithRSAEncryption,4cf65051e84b7d41d79cbac75f823dc2,16663304E1993500C272928CE42602BA28709C59,C39742867C243EDC57CC8717E37D6A99A71F84B2FC53517485BC12370E3D463E,thawte SSL CA - G2,"thawte, Inc.",US,
phonehome.senderbase.org,"Cisco Technology, Inc.",US,TALOS - Security Cloud Operations,2019-01-17 => 2021-01-06,RSA 2048 / sha256WithRSAEncryption,7575401636ec5932a69acf081aac62b1,7D01D0AECEF3FBCD0B632236241EB86D47C61C58,9347BAE3F6897B770628C6E2166DB1FBA1CB327D616F65BAD88C4083F849FB4A,thawte SSL CA - G2,"thawte, Inc.",US,
wpde.nate.com,"SK Telecom Co., Ltd",KR,,2017-12-27 => 2021-01-14,RSA 2048 / sha256WithRSAEncryption,68d925af86ebe4debdb02af4f4b2fa42,E852800AF4CD216BD148315E81391AA672ECE942,F51ED7351E99090756A6C0676EF82A8EE7408DC5F1BF976AC8E5CF4E8D6D699C,thawte SSL CA - G2,"thawte, Inc.",US,
*.powerapp.io,"Huawei Technologies Co.,Ltd.",CN,Consumer BG Software Pre-Research Dept,2018-11-01 => 2021-01-14,RSA 2048 / sha256WithRSAEncryption,2ac64d9a4aa493896d24c52f3f8237ca,98A9AF78CA2A5AC6B8CE42B657E966C8F923C31A,94695E58FFC932F23F7371185D7F85914E61EAF2451E7412D77A6E4F01D7C6F0,GeoTrust SSL CA - G3,GeoTrust Inc.,US,
wpde.nate.com,"SK Telecom Co., Ltd",KR,,2017-12-27 => 2021-01-14,RSA 2048 / sha256WithRSAEncryption,376d37fce19d7e9f20d160f98a548e53,7C3562D3B039BBFCF547A1FB50A69385FA88A165,005DD413BF6E8AACB56892D0E088D9A331A55F5963037146D4E08167AC7C836F,thawte SSL CA - G2,"thawte, Inc.",US,
Autoridad Certificante Banco Itau Argentina - G2,Banco Itau Argentina S.A.,AR,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-01-19 => 2021-01-18,RSA 2048 / sha256WithRSAEncryption,56b98ef0cb200dbc874e0ef94905fb3f,6DE1A18F42AAB016EB41DD3F9AB3F57669357AE0,C951DAECBDC59763C6681825DBED0780C3E8921E1E76E9AAD3146F1B0C18F9B9,CertiSur Class 2 CA - G3,CertiSur S.A.,,Symantec Trust Network
epos.fdh.gr,FIRST DATA HELLAS PROCESSING SERVICES & HOLDINGS S.A.,GR,IT Network,2018-01-23 => 2021-01-18,RSA 2048 / sha256WithRSAEncryption,656eb71118bfd2338a2d39e4a75dcd9c,FF00FBBC93BD4CFF70C5DA5426AD09A32CA8CD91,0752E212AB0455688AA4E72F468F325A3C8324A54FEFFC147DA0CB6BDF5EEF3B,GeoTrust SSL CA - G3,GeoTrust Inc.,US,
GeoTrust True Identity CA 2,GeoTrust Inc.,US,GeoTrust Authentication Services,2011-01-28 => 2021-01-25,RSA 2048 / sha1WithRSAEncryption,023a58,A4C779FC0794BBBAA6E714DEC31D46ABCE5DB970,FF1D35ED464063D6031C71E414262CC2310E8C547AB7F7CF2955C9E0349E533F,GeoTrust Global CA,GeoTrust Inc.,US,
FDCPOS.fdrl.co.uk,First Data Corporation,US,GNS,2018-02-27 => 2021-01-31,RSA 2048 / sha256WithRSAEncryption,1600e8761db42034f97132c41c505dfd,1D4809649CBFBA9CFEE829995B4FB2BAC95D92DE,5F6C471093E2651E34AF76F9C82CD8EAB8573B55556E0D58B9D1A9E22D736905,Symantec Class 3 Secure Server CA - G4,Symantec Corporation,US,Symantec Trust Network
*.samsung-svoice.cn,北京三星通信技术研究有限公司,CN,,2019-02-05 => 2021-02-04,RSA 2048 / sha256WithRSAEncryption,7e1486cf68030d66334963543f6be302,EFEB848001D85FCCB4FB24B8313AB11C2D175477,B8B890004529220FEDC4A99F4575197D41E0FBB703650BEDD93BFEDF3714CDFA,thawte SSL CA - G2,"thawte, Inc.",US,
Object Signing CA,Oracle Corporation,US,"VeriSign Trust Network,Class 2 Managed PKI Individual Subscriber CA",2011-08-11 => 2021-02-06,RSA 2048 / sha1WithRSAEncryption,2ea2317f6e2b8fc144e66d7961624723,6BC6CEA51DA14DE586A9A35CEF79CF123915E98C,FD70A50412710BB79FB42BD39785DC4780ED732A158296251A6DAFBCC0602698,Oracle Root CA,Oracle Corporation,US,VeriSign Trust Network
IPsec CA,Oracle Corporation,US,"VeriSign Trust Network,Class 2 Managed PKI Individual Subscriber CA",2011-02-08 => 2021-02-07,RSA 2048 / sha1WithRSAEncryption,2332681df4f0a9b05a0658f4b278461e,D9BD2BA5FF61F24CCEF710BF8386D640EE0BDF7F,8CDCB62473FE6AEA3FA7CE065BFB092D45233563C33AB16CD9985B7A0A14A07E,Oracle Root CA,Oracle Corporation,US,VeriSign Trust Network
Brown Brothers Harriman & Co. CA - G2,Brown Brothers Harriman & Co.,US,"VeriSign Trust Network,Terms of use at https://www.verisign.com/rpa (c)11,Class 2 Managed PKI Individual Subscriber CA",2011-02-08 => 2021-02-07,RSA 2048 / sha256WithRSAEncryption,62669525b7998320608301b9e8464999,872B3FAB6DF3E673AB635A4143E1D6EDA2D38C8E,CFBF988B04B41842824B287999092EB3AB6CD8DFCEB49BD3D5D48345A5B4818B,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Brown Brothers Harriman & Co. CA - G2,Brown Brothers Harriman & Co.,US,"VeriSign Trust Network,Terms of use at https://www.verisign.com/rpa (c)11,Class 2 Managed PKI Individual Subscriber CA",2011-02-08 => 2021-02-07,RSA 2048 / sha1WithRSAEncryption,2effa325e600bc7650223a75b822f6f7,17E31929DBC715368C36B63EA78E6AC91A19CE0A,7082427CD46834AEF6655ABADD898DE01F9E1A988E753401EF81A0A37410AB78,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Oracle Root CA,Oracle Corporation,US,VeriSign Trust Network,2011-02-08 => 2021-02-07,RSA 2048 / sha1WithRSAEncryption,4bbadc315dbf8b5cc71934118363087c,19A6437E8416FBEC49809366BA49AB1714B4966D,C40469CF7C6561AF3288E2FFDD439AC4F0C9CEA933597C07D0D510FC820282AD,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
ips.ihost.com,IBM Danmark ApS,DK,,2018-01-15 => 2021-02-08,RSA 2048 / sha256WithRSAEncryption,1c2aec18056809ee09d5b55e9332c167,22410C710A42CE706F5081442ABEC6AF28959088,5B04EC9F9BAC4D21617B7D53246CF0E9B074C3EC88F9C311CC5FAD1D2C6D0154,GeoTrust SHA256 SSL CA,GeoTrust Inc.,US,
ips.dk.ibm.com,IBM Danmark ApS,DK,,2018-01-15 => 2021-02-08,RSA 2048 / sha256WithRSAEncryption,6bd8859aea2449eb71e9675df3aca0c5,9DDA7A4B1CE557FE5B38D5761FB0F659D46E122F,C1DA2A34C8739ED3A9FF6359DA59CE07548F05F7572558BD86E3E9DEFA3C6DD1,GeoTrust SHA256 SSL CA,GeoTrust Inc.,US,
Shell Information Technology International CA - G3,Shell Information Technology International B.V.,NL,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-02-11 => 2021-02-10,RSA 2048 / sha256WithRSAEncryption,57b6e0b91ced71d26c3389d2336f1566,A9D060AB7AF43DF7B9861C43C77316A1D2ECE0DD,91603DADB54CBCDEDD43805EA7A272EB31DF8444775064A01821C2B650890DCE,KPN Class 2 CA,KPN B.V.,NL,Symantec Trust Network
FFAJ Public CA - G2,The Financial Futures Association of Japan,JP,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA",2016-02-16 => 2021-02-15,RSA 2048 / sha256WithRSAEncryption,2f51b08a69be1b1224b23f2a707b3900,88AFBF905F18512BE5B66DF1AB9F26F42172D335,FE27C2688969B46B83A585AAF53E009AD0D75B4DF64EAB9C085B8F3EBC8EF252,Symantec Japan Class 2 CA,Symantec Corporation,US,Symantec Trust Network
CertiPath Bridge CA - G2,CertiPath LLC,US,Certification Authorities,2011-02-22 => 2021-02-21,RSA 2048 / sha256WithRSAEncryption,2d73c8d9fef834f14be7e48967e840c6,5902658834572FDFEAF7564AEEF06D89EFD31CF2,3612C7558FB04F477A01BAB9E48581DAD9BA133AA6029FF7CD8FFEF99C836D31,CertiPath Common Policy Root Certification Authority - G2,CertiPath LLC,US,Certification Authorities
CertiPath Bridge CA - G2,CertiPath LLC,US,Certification Authorities,2011-02-22 => 2021-02-21,RSA 2048 / sha256WithRSAEncryption,090970f05e8542eed1f38d0dea74afa0,AA5816AE3657DAEA18FF10A7244AB4104DF647F5,21CA2734534FEEF003602A9D7B36D7113D215901110369D0C336A3D51289959D,CertiPath Common Policy Test Root Certification Authority - G2,CertiPath LLC,US,"Certification Authorities,For Test Purposes Only"
CertiPath Bridge CA,CertiPath LLC,US,Certification Authorities,2011-02-22 => 2021-02-21,RSA 2048 / sha1WithRSAEncryption,22d6a3834fc56acf83c1dc791530c742,6C14DF54507F21E25CA7163EABF2A5D3E61FAC96,98B87987BDB1D31B8EBB500D2CF00514B43355AF49730A68162D59961C8B06FE,CertiPath Common Policy Test Root Certification Authority,CertiPath LLC,US,"Certification Authorities,For Test Purposes Only"
CertiPath Common Policy Root Certification Authority - G2,CertiPath LLC,US,Certification Authorities,2011-02-22 => 2021-02-21,RSA 2048 / sha256WithRSAEncryption,7e4863e01851005e24cb605a582fd005,BFA75F16281509918CD2C70D70E3137ABDB9DC6A,487AB7C3A035976DC554038A022AABF58C19434745648B9AA45C8C99F3291D2C,CertiPath Bridge Test CA - G2,CertiPath LLC,US,"Certification Authorities,For Test Purposes Only"
CertiPath Common Policy Root Certification Authority - G2,CertiPath LLC,US,Certification Authorities,2011-02-22 => 2021-02-21,RSA 2048 / sha256WithRSAEncryption,612967a0541f76881c87b60625062ebf,480B890F05337FD3CC1C36B2BB1090BC2F41A2C1,40D55AA9D238F59D868C51B1F9AD7AADB3540060F1B40DBDC4010BCF6489C550,CertiPath Bridge CA - G2,CertiPath LLC,US,Certification Authorities
CertiPath Common Policy Root Certification Authority,CertiPath LLC,US,Certification Authorities,2011-02-22 => 2021-02-21,RSA 2048 / sha1WithRSAEncryption,7c643380e8cc3c69a2968fde4e4ad906,8F46174DCD238D43F3DD7470FC1C01EC8206BB1F,4DCEEFF0DE6ED464EB0F5D5175F8AAD46D508A870DFB5AAAAC68AD8F52E4C2E8,CertiPath Bridge Test CA,CertiPath LLC,US,"Certification Authorities,For Test Purposes Only"
acs.cpe-mgmt.at,A1 Telekom Austria AG,AT,SN,2018-11-29 => 2021-02-22,RSA 2048 / sha256WithRSAEncryption,07d174da42108d8e5f90ecf454dbc581,F489DA2EA2BACC5CD86EBEBE72660FA13CC3BF69,34BB2525CE7F1393978096AE36F49B164D2A6480AA912AE9377DCD7B52761C0C,thawte SSL CA - G2,"thawte, Inc.",US,
acs3.cpe-mgmt.at,A1 Telekom Austria AG,AT,SN,2018-11-29 => 2021-02-22,RSA 2048 / sha256WithRSAEncryption,07dd3dae45b7aaf60447b5dafaf4665d,1308958F9979D4C94BEC90EDDCA4F5A505731986,EFDC8F4F7F495AE352BFF0AAE8DB72418C01D2B8A27EF27BBB234C1D11350988,thawte SSL CA - G2,"thawte, Inc.",US,
clcert.a1.net,A1 Telekom Austria AG,AT,,2018-11-29 => 2021-02-22,RSA 2048 / sha256WithRSAEncryption,3fea3073c68a4e9928246ffbab7446a6,349507889F051495D7ADE639C38181743EEF8D16,790C26216B083D1DA80E8B2E3DB92ADF97FED11561695C42BD71BC73D686CC28,thawte SSL CA - G2,"thawte, Inc.",US,
clcert-test.a1.net,A1 Telekom Austria AG,AT,,2018-11-29 => 2021-02-22,RSA 2048 / sha256WithRSAEncryption,37b3f845aee3089fc8b0b1cd95d088a3,C7BD6D01AAB6E0B84497A698FEA13E4C1BEC0710,1FE7CE387028F5DE6D960AFA12E9D4F122C0EE09E7676FB44F7694D9FA36B873,thawte SSL CA - G2,"thawte, Inc.",US,
Blue Cross Blue Shield of Florida CA G2,Blue Cross Blue Shield of Florida,US,"VeriSign Trust Network,Terms of use at https://www.verisign.com/rpa (c)11,Class 2 Managed PKI Individual Subscriber CA",2011-03-01 => 2021-02-28,RSA 2048 / sha256WithRSAEncryption,0ac392a3e0ba632e60fb4808d555cf39,ABF6AEDB4E2641E404C3742E6719661261467890,2B6B476D7B6F01188226DC5A735AB94427B7000D31FFFD9678E9E704A8BF4BB2,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Blue Cross Blue Shield of Florida CA G2,Blue Cross Blue Shield of Florida,US,"VeriSign Trust Network,Terms of use at https://www.verisign.com/rpa (c)11,Class 2 Managed PKI Individual Subscriber CA",2011-03-01 => 2021-02-28,RSA 2048 / sha1WithRSAEncryption,49dc24d27941748680ba8ba5ae20e53d,E5B6A69B6D671EC792416FED32358842BB783BF1,F85A6F15474371B4CACB753CC09C3BED7139E9C35B21E95771C227297FF025E2,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
Siemens Internet CA V1.0,Siemens,DE,Copyright (C) Siemens AG 2011 All Rights Reserved,2016-03-01 => 2021-03-01,RSA 2048 / sha256WithRSAEncryption,0cbd05000cea79a745bd6bec97dc5a88,1C7D56409ECBA4968B8FFF4178318606DEDB0532,3EBF5FFEC582D27C693D1BC30104A63BBBFC3652C78A95027E91B7F88DAC6345,Baltimore CyberTrust Root,Baltimore,IE,CyberTrust
Symantec Class 2 Shared Intermediate Certificate Authority,Symantec Corporation,US,"VeriSign Trust Network,Terms of use at https://www.verisign.com/rpa (c)11,Class 2 Managed PKI Individual Subscriber CA",2011-03-03 => 2021-03-02,RSA 2048 / sha1WithRSAEncryption,0e48eefad33a9d6b265ccc253ebf3f3e,032F3FEFA1CC2FB0FC775B016F96BBE1524D9064,CB387E392A90E8B1A382BE8EDB9E7B2943E9002F73A563F18B06142218F1118C,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
AO USC ROOT CA,Administrative Office of the U.S. Courts,US,"VeriSign Trust Network,Terms of use at https://www.verisign.com/rpa (c)11,Class 2 Managed PKI Individual Subscriber CA",2011-03-05 => 2021-03-04,RSA 2048 / sha256WithRSAEncryption,00d86ca5017cf55869bb4a9ba4243b76,494A5D989985E4B3FA0F2FE7FC729B2C7ECC8316,70FC4F59FA70CBB6A24B2B6444E0D09733B1C4A9F28A6B206C110579055E1FD2,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
RapidSSL Enterprise CA,"GeoTrust, Inc.",US,For Internal Use Only,2011-03-08 => 2021-03-05,RSA 2048 / sha1WithRSAEncryption,023a5b,B5DACA4579093437CE0FDDC633D2DDB1ED0E7C72,87AA71AF032E36BD69DAF4014FCAD8F2733AA00DEAB959335AE3866E4B6D3A1D,GeoTrust Global CA,GeoTrust Inc.,US,
RapidSSL Enterprise CA,"GeoTrust, Inc.",US,For Internal Use Only,2011-03-08 => 2021-03-05,RSA 2048 / sha1WithRSAEncryption,023a5a,49EA7A7331F1312E5C58B7C3073253FC4616E4D3,2A400E478B9F56C13762A49754144B6B8C4A5A1DC8E7B31E441D0DBD1A6A4BE4,GeoTrust Global CA,GeoTrust Inc.,US,
ncds.netflix.com,"Netflix, Inc.",US,Content Delivery Operations,2019-03-12 => 2021-03-05,RSA 2048 / sha256WithRSAEncryption,4d5bda06bb7df847a88e390a6dd954bb,4C80CC2D1BE6D60B9993B7484B7137B524C3ACF4,6392C2346FF80ACE2B1F1D045EEDC110C225E47D9D616B6A6901B0587CB35B9E,Symantec Class 3 Secure Server CA - G4,Symantec Corporation,US,Symantec Trust Network
tenfootui.netflix.com,"Netflix, Inc.",US,Operations,2019-03-12 => 2021-03-05,RSA 2048 / sha256WithRSAEncryption,3737472fa0acce7bc7a824b4d9549a4d,99B58B5651D13A6F7A592902B2E22E1757342473,7E9DDBF9334AA79E00611BD3DF0775A963C5FDC55420D97E32DE983BF8C6C705,Symantec Class 3 Secure Server CA - G4,Symantec Corporation,US,Symantec Trust Network
gateway2.advam.com,,,,2018-02-08 => 2021-03-08,RSA 2048 / sha256WithRSAEncryption,71cf0829ae4ce455df93798cf2dda9f8,A5B25460633E88D66999F8260F6BDEDE78B80102,C5C4CF9EFFE6BD0D87ED2BAD3EC1828016C252BED2271E226ED371FFBC1E12EA,GeoTrust DV SSL CA - G3,GeoTrust Inc.,US,Domain Validated SSL
Symantec Class 3 Organizational CA - G2,Symantec Corporation,US,"VeriSign Trust Network,Terms of use at https://www.verisign.com/rpa (c)11",2011-03-16 => 2021-03-15,RSA 2048 / sha1WithRSAEncryption,54b3765d515f9d0dee49a7c0da1ff5ca,1C486DACA61529EF25F8DB3B494DE2F06CA1DD7B,05BDD9A7C6706D39D6DB1A580AAFF67D4673027B6CF01FD15367D8ED84A890F0,VeriSign Class 3 Public Primary Certification Authority - G5,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 2006 VeriSign, Inc. - For authorized use only"
QuoVadis Root Certification Authority,QuoVadis Limited,BM,Root Certification Authority,2001-03-19 => 2021-03-17,RSA 2048 / sha1WithRSAEncryption,3ab6508b,DE3F40BD5093D39B6C60F6DABC076201008976C9,A45EDE3BBBF09C8AE15C72EFC07268D693A21C996FD51E67CA079460FD6D8873,QuoVadis Root Certification Authority,QuoVadis Limited,BM,Root Certification Authority
QuoVadis Issuing CA G4,QuoVadis Limited,BM,,2014-05-30 => 2021-03-17,RSA 4096 / sha256WithRSAEncryption,69b2d1ccf02e20dcc95c62894f7f9e5f5fc057bf,D1B5123B31F19E1E00733F70DB93811547FAFFF7,DA3BC81005FDBB853D681A7E942661AEBA23789211525EAF52221F28514C09CB,QuoVadis Root Certification Authority,QuoVadis Limited,BM,Root Certification Authority
GeoTrust True Credentials CA 3 OCSP Responder,GeoTrust Inc.,US,,2019-04-01 => 2021-03-21,RSA 2048 / sha256WithRSAEncryption,07d1,4BA2545CBD623A73A4E9382C27B8E4F0565F079A,3DEEB11EF5C0B5CD2210EDFC38C5E8FB00646DBA615EF49DAB7007798AAAB5DF,GeoTrust True Credentials CA 3,"GeoTrust, Inc.",US,
Volvo Car Corporation CA,Volvo Car Corporation AB,SE,"VeriSign Trust Network,Terms of use at https://www.verisign.com/rpa (c)11,Class 2 Managed PKI Individual Subscriber CA",2011-03-29 => 2021-03-28,RSA 2048 / sha256WithRSAEncryption,7665cc717a151bb77b6549509996e8b0,B6B2DAD68A37FFCBCC9AE80DCD68E1A89EBED10F,00712AC5314A938E0D6188AE8D4C3566AE6C6AE9EB006FBAA5DE4239AF4427A5,VeriSign Class 2 Public Primary Certification Authority - G3,"VeriSign, Inc.",US,"VeriSign Trust Network,(c) 1999 VeriSign, Inc. - For authorized use only"
sslgw.directcash.net,,,,2019-04-04 => 2021-04-02,RSA 2048 / sha256WithRSAEncryption,775ead45bd325df38d7b13292ba6df69,645F07D3FB60EEB75FF04B03EA38A65B9326C9FF,839883F6C8D31EC48E03A05DF5A04FDE8786264353E53971CCFA059A45DC837F,thawte DV SSL CA - G2,"thawte, Inc.",US,Domain Validated SSL
CertiNet S.A. Firma Electronica Avanzada - G2 OCSP Responder 3,CertiNet S.A.,CL,DigiCert Trust Network,2018-04-03 => 2021-04-02,RSA 2048 / sha256WithRSAEncryption,20cd5f414eadcd77aedcd2988dc5c3c1,9E62C9D8D858F38E355A9B3E6FF6512A198013A5,8023192C5BE26EBA2FA967EC4313C15B6552C0E80E56EB2D0E3D0DBFC5C84DFC,CertiNet S.A. Firma Electronica Avanzada - G2,CertiNet S.A.,CL,"Symantec Trust Network,Class 2 Managed PKI Individual Subscriber CA"
i3mccusldap01p.i3.cibc.com,Canadian Imperial Bank of Commerce,CA,INTRIA,2019-04-02 => 2021-04-03,RSA 2048 / sha256WithRSAEncryption,032e4c56e5f6d39de9c6132a47dabf53,AEEE0F226DAD0E4D59C4125AB05F0172083EB6BD,CB383000107EEB7FCA7FA4D700C5ED75E44AFCA49906D4D543DE2981DA12075E,Symantec Class 3 Secure Server CA - G4,Symantec Corporation,US,Symantec Trust Network
i3mccusldap02p.i3.cibc.com,Canadian Imperial Bank of Commerce,CA,INTRIA,2019-04-02 => 2021-04-03,RSA 2048 / sha256WithRSAEncryption,3e196ea429b21ad9f0521bb71453253e,D240EAE97EB29FD418B566B869CCE15628EBA5C5,AE51A99D027CB6923AA7DADCE3394C49E0BB625616203EFEE166AA706A0F3DDE,Symantec Class 3 Secure Server CA - G4,Symantec Corporation,US,Symantec Trust Network
"Volusion, Inc. DV SSL CA","Volusion, Inc.",US,Domain Validated SSL,2011-04-11 => 2021-04-08,RSA 2048 / sha1WithRSAEncryption,023a5c,AF835B6C3F58DF1FCFE53CDC5751532CF0F0782D,8FDA7A8813546F9A7CB065CD32D3650D5B56A2B7F942B9499AEB42A86A3E9D56,GeoTrust Global CA,GeoTrust Inc.,US,
Adobe Analytics - DigiCert CA,Adobe Systems Incorporated,US,"Adobe Systems Incorporated, DMBU",2013-04-18 => 2021-04-18,RSA 2048 / sha1WithRSAEncryption,0e58040994f54f78ffc7b489166a145d,78390F7FBD3B18AA7A079E01B17FE221F61874E6,D5C009312F845C5EC8506EAD560D62447BFF4A60A9C25210511217AD6DE76AED,DigiCert Assured ID Root CA,DigiCert Inc,US,www.digicert.com
apidemo.ipcharge.net,"VeriFone, Inc.",US,VCS-US,2019-05-02 => 2021-04-21,RSA 2048 / sha256WithRSAEncryption,1ff6121bf30f11e5e26cad0d1fe5b25c,B6519675C747A92177D6714532C7D1CBF82E832E,26A9FC735D83DAAD12B703A58D361BF7F3965ACEC0C59618F40F2910293C5C4C,thawte SSL CA - G2,"thawte, Inc.",US,
ipcharge.net,"VeriFone, Inc.",US,VCS-US,2019-05-02 => 2021-04-21,RSA 2048 / sha256WithRSAEncryption,158db8e9a301500318365f63b58e1822,E15744F51CD4666CABA664C4DEF107B3C07A321A,DFA82E2393000AB0D460559CDB3F9493C71CDEEF8AD61EF70D533658AFCEC3DB,thawte SSL CA - G2,"thawte, Inc.",US,
